x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,y
1.4894487956188478,0.15077377147620108,1.2249008308038265,0.2580814739318148,0.4290706937241196,0.7985547948724475,0.8272846777774479,0.7919155902289434,0.2851424595690629,0.10713998918394158,0.34760248665879045,0.18202846657078148,0.4456730698912582,0.19199758923257967,0.287617583314019,1.501062247759007,0.5159661313967214,0.31830728616866116,0.12376562738076624,0.21164112476033398,0.017803711247711095,5.298787154209208,0.9170930747979158,2
0.963760985400431,0.05482682599134585,1.637243684737788,0.10323258957272592,0.26602383010895414,0.36389838753681153,0.6736460947616361,0.49951598768287203,0.24058895026139684,0.06428399351036496,0.36765647627372067,0.14562277325662518,0.08253204997986263,0.1247984330011768,0.18109255245697492,0.7196873790625375,0.4856151824910319,0.49192944226065816,0.0225028413419575,0.07054704158677799,0.011869140831807396,4.207860387166136,0.403520952911083,1
1.2120024513369057,0.32896095594807506,1.2370285618018841,0.03686878199025926,0.26602383010895414,0.3133569448233655,0.9691049082535818,0.8406488573199553,0.1782140372306643,0.05356999459197079,0.24733253858413934,0.13834163459379392,0.4456730698912582,0.1151985535395478,0.15978754628556613,0.6991248825178936,0.5007906569438767,0.4147640395531039,0.19127415140663875,0.21164112476033398,0.02967285207951849,3.1169336201230635,0.6786488753504577,1
0.963760985400431,0.23301401046321985,0.8731966318601536,0.250707717533763,0.9353741123185808,0.6570387552747986,0.9100131455551925,0.7553656399106845,0.7574096582303234,0.037498996214379555,0.3743411394786974,0.11649821860530014,0.594230759855011,0.2495968660023536,0.1491350431998617,0.8430623583304011,0.5463170803024109,0.48228376692221386,0.19127415140663875,0.23515680528925997,0.02967285207951849,6.078020559239974,1.4856907811726237,1
1.4018341605824451,0.4660280209264397,1.0793680588271342,0.2654552303298667,0.7380015932054858,1.2332112022080837,1.831844643650063,1.6447477643216517,0.5702849191381258,0.09642599026554742,0.6818356469076274,0.18930960523361273,0.3796474299073681,0.3551955400802724,0.20239755862838374,0.6785623859732497,0.3793868613211187,0.7041342997064323,0.15751988939370248,0.5643763326942239,0.05934570415903698,4.987093792196902,1.265588443221124,1
0.8761463503640282,0.34266766244591157,0.7883025148737497,0.08848507677662222,0.4548149353475668,0.677255332360177,1.3354738369835943,1.1695984101842858,0.18712473909219754,0.07499799242875911,0.28744051781399976,0.07281138662831259,0.39615383990334063,0.22079722761746662,0.19174505554267934,0.4318124274375225,0.27315854015120544,0.43405539022999245,0.14626846872272375,0.21164112476033398,0.005934570415903698,3.1169336201230635,0.4585465373989579,0
1.4018341605824451,0.2878408364545657,0.8610689008620959,0.346566550708437,0.4891405908454964,0.5357392927625281,1.288200426824883,1.0843151927750148,0.3564280744613286,0.05892699405116787,0.5013497403732554,0.09465480261680637,0.6107371698509835,0.17279783030932172,0.7456752159993085,1.4188122615804313,0.8043001460007716,0.2507875587995512,0.25878267543251127,0.5408606521652979,0.04747656332722958,14.805434695584552,1.1371954127494157,0
2.015136605837265,0.20560059746754694,0.7640470528776344,0.1695963971551926,0.44623352147308437,0.9703957000981641,1.1109251387297157,1.0599485592295088,0.26732105584599647,0.05892699405116787,0.2941251810189765,0.10193594127963762,0.5116987098751483,0.09599879461628984,0.287617583314019,0.9047498479643329,0.40973781022680816,0.1639764807535527,0.23627983409055375,0.39976656899174196,0.053411133743133284,5.922173878233821,1.1005116897574991,0
0.9345561070549634,0.12336035848052816,0.44872604692813445,0.09585883317467407,0.24027958848550698,0.677255332360177,0.7327378574600252,0.511699304455625,0.12474982606146504,0.026784997295985394,0.3542871498637672,0.08009252529114384,0.313621789923478,0.20159746869420866,0.09587252777133967,0.45237492398216644,0.16693021898129223,0.09645675338444278,0.1125142067097875,0.023515680528925997,0.005934570415903698,2.649393577104604,0.4585465373989579,0
1.5916658698279846,0.42490790143293033,0.6912806668892882,0.250707717533763,0.7637458348289329,2.3855560960746534,1.6663877080945735,1.2670649443663096,0.8376059749841224,0.12321098756153281,0.6751509837026507,0.07281138662831259,0.34663460991542305,0.22079722761746662,0.17044004937127052,1.192624799589348,0.4552642335853424,0.6559059230142108,0.18002273073566,0.11757840264462999,0.07714941540674808,4.519553749178442,0.7887000443262077,0
